5:07,93	Dino Železnjak 	24.08.1991	NED	Varaždin 	13.10.2013
Mlađi seniori / Senior Men U23 - 3.000 m
Result	Name_Surname	Birthday	Club	City	Date
8:49,46	Dalibor Gržetić	07.04.1991	KAT	Split	08.09.2013
8:53,59	Mihael Minđek	11.01.1993	MZ	Split	08.09.2013
9:04,65	Tomislav Kukec 	17.11.1992	DZ	Split	08.09.2013
9:32,97	Juraj Kralj	04.04.1993	AGR	Zagreb 	01.06.2013
11:13,42	Dominik Kovačić	09.09.1992	NED	Varaždin 	01.09.2013
11:27,17	Luka Kupešić 	26.05.1993	ZAG	Varaždin 	01.09.2013
Mlađi seniori / Senior Men U23 - 5.000 m
Result	Name_Surname	Birthday	Club	City	Date
16:03,91	Dalibor Gržetić	07.04.1991	KAT	Zagreb 	09.06.2013
16:08,58	Tomislav Kukec 	17.11.1992	DZ	Varaždin 	31.08.2013
16:45,58	Petar Delaš	19.10.1992	SINJ	Zagreb 	09.06.2013
17:49,27	Dejvid Kolić 	03.07.1991	IP	Split	07.09.2013
18:04,92	Stjepan Lukić	07.10.1993	AGR	Zagreb 	04.05.2013
18:24,02	Dario Ljubić 	10.07.1993	AGR	Zagreb 	04.05.2013
Mlađi seniori / Senior Men U23 - 10.000 m
Result	Name_Surname	Birthday	Club	City	Date
33:07,52	Tomislav Kukec 	17.11.1992	DZ	Sinj 	06.04.2013
35:05,77	Petar Delaš	19.10.1992	SINJ	Sinj 	06.04.2013
Mlađi seniori / Senior Men U23 - 110 m prepone / 110 m Hurdles
Result	Wind	Name_Surname	Birthday	Club	City	Date
14,64	NO_WIND	Sanjin Šimić 	04.06.1992	DZ	Koper	29.06.2013
    uz pomoć vjetra / wind assisted
14,46	+2,3	Sanjin Šimić 	04.06.1992	DZ	Stara Zagora 	28.07.2013
Mlađi seniori / Senior Men U23 - 400 m prepone / 400 m Hurdles
Result	Name_Surname	Birthday	Club	City	Date
56,63	Dražen Hudoletnjak 	08.03.1993	SV	Split	08.09.2013
56,89	Fabijan Petar Dobrota	23.10.1992	ZAG	Maribor	03.07.2013
1:02,50	Matija Golub 	25.01.1991	NED	Varaždin 	31.08.2013
Mlađi seniori / Senior Men U23 - 3.000 m zapreke / 3.000 m Steeplechase
Result	Name_Surname	Birthday	Club	City	Date
9:53,18	Mihael Minđek	11.01.1993	MZ	Zagreb 	09.06.2013
10:14,29	Juraj Kralj	04.04.1993	AGR	Split	08.09.2013
12:02,32	Petar Bruno Basić	22.07.1992	DZ	Varaždin 	01.09.2013
Mlađi seniori / Senior Men U23 - Dalj / Long Jump
Result	Wind	Name_Surname	Birthday	Club	City	Date
7,83	+0,1	Dino Pervan	12.01.1991	DZ	Tampere	11.07.2013
6,69	NO_WIND	Sanjin Šimić 	04.06.1992	DZ	Varaždin 	31.08.2013
6,47	+0,8	Alen Bogosavljević 	24.05.1992	KAT	Ljubljana	13.07.2013
5,53	NO_WIND	Zrinko Čavar 	01.11.1992	BJ	Zagreb 	19.05.2013
5,02	+0,7	Dino Železnjak 	24.08.1991	NED	Varaždin 	12.10.2013
Mlađi seniori / Senior Men U23 - Vis / High Jump
Result	Name_Surname	Birthday	Club	City	Date
2,20	Alen Melon 	25.10.1991	IP	Tampere	12.07.2013
1,93	Ivan Feiss 	29.12.1992	DZ	Varaždin 	31.08.2013
1,90	Marin Pervan 	24.09.1991	SO	Osijek 	04.05.2013
1,80	Bruno Feiss	29.12.1992	DZ	Zagreb 	08.06.2013
1,70	Nikola Damjanović	28.07.1993	ZAG	Varaždin 	31.08.2013
1,68	Dino Železnjak 	24.08.1991	NED	Varaždin 	12.10.2013
Mlađi seniori / Senior Men U23 - Troskok / Triple Jump
Result	Wind	Name_Surname	Birthday	Club	City	Date
15,21	+1,8	Andro Dužević	22.10.1991	ZAG	Zagreb 	09.06.2013
15,14	+2,0	Dino Pervan	12.01.1991	DZ	Split	08.09.2013
14,27	+1,0	Ivan Feiss 	29.12.1992	DZ	Zagreb 	09.06.2013
14,05	+0,9	Alen Bogosavljević 	24.05.1992	KAT	Gorizia	27.06.2013
13,80	NO_WIND	Sanjin Šimić 	04.06.1992	DZ	Varaždin 	01.09.2013
13,65	+1,5	Andi Erega 	23.11.1991	DZ	Zagreb 	09.06.2013
12,80	NO_WIND	Marin Pervan 	24.09.1991	SO	Osijek 	04.05.2013
11,98	NO_WIND	Marko Katalinić	10.04.1993	AGR	Varaždin 	01.09.2013
10,73	NO_WIND	Bruno Feiss	29.12.1992	DZ	Varaždin 	06.10.2013
Mlađi seniori / Senior Men U23 - Motka / Pole Vault
Result	Name_Surname	Birthday	Club	City	Date
5,62	Ivan Horvat	17.08.1993	SO	Koper	29.06.2013
4,70	Josip Petričević 	24.08.1992	ASK	Split	08.09.2013
2,70	Dino Železnjak 	24.08.1991	NED	Varaždin 	13.10.2013
2,40	Alen Magdalenić	16.04.1991	AGR	Varaždin 	01.09.2013
Mlađi seniori / Senior Men U23 - Kugla / Shot Put
Result	Name_Surname	Birthday	Club	City	Date
17,89	Luka Mustafić	03.03.1992	MZ	Gainesville, FL	05.04.2013
16,83	Marko Šantak 	22.10.1993	MZ	Split	23.02.2013
14,67	Sanjin Peruč 	10.05.1992	KAT	Zagreb 	08.06.2013
12,15	Kristijan Strahija 	28.01.1991	MČ	Čakovec	12.05.2013
8,53	Dino Železnjak 	24.08.1991	NED	Varaždin 	12.10.2013
Mlađi seniori / Senior Men U23 - Disk / Discus Throw
Result	Name_Surname	Birthday	Club	City	Date
53,12	Pile Tokić 	01.02.1991	DZ	Zagreb 	04.05.2013
49,47	Emir Elkasević 	03.06.1993	MZ	Zagreb 	04.05.2013
36,32	Marko Ćubelić	18.06.1992	ASK	Split	21.12.2013
28,18	Dino Železnjak 	24.08.1991	NED	Varaždin 	13.10.2013
Mlađi seniori / Senior Men U23 - Koplje / Javelin Throw
Result	Name_Surname	Birthday	Club	City	Date
58,85	Karlo Stanić 	14.09.1991	MZ	Zagreb 	08.06.2013
52,56	Krešimir Burnać	22.12.1992	ZAG	Split	23.02.2013
41,78	Matija Lončarek	07.06.1993	ZAG	Varaždin 	01.09.2013
31,09	Dino Železnjak 	24.08.1991	NED	Varaždin 	13.10.2013
Mlađi seniori / Senior Men U23 - Kladivo / Hammer Throw
Result	Name_Surname	Birthday	Club	City	Date
62,63	Antonio Nikolić Malora 	10.06.1993	MZ	Čakovec	12.05.2013
43,06	Matija Lončarek	07.06.1993	ZAG	Varaždin 	06.10.2013
Mlađi seniori / Senior Men U23 - Desetoboj / Decathlon
Result	Wind	Name_Surname	Birthday	Club	City	Date
